Code,Name,Registration_number,Keph level,Facility type,Owner,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
18661,Assumption Sisters Mbooni Clinic,,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Ministry of Health,0,0,MAKUENI,MBOONI,mbooni,MBOONI,Operational,No,No,No,No,,Yes,Yes,No
18660,Musoa SDA Dispensary,,Level 2,Dispensaries and clinic-out patient only,Other Faith Based,Ministry of Health,0,0,MAKUENI,MBOONI,mbooni,TULIMANI,Operational,No,No,Yes,No,,Yes,Yes,No
18659,Florex Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),1,0,NAKURU,NAKURU TOWN EAST,nakuru east,NAKURU EAST,Operational,No,No,Yes,No,,Yes,Yes,No
18658,Mundoro Community Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,GATUNDU SOUTH,gatundu south,KIGANJO,Operational,No,No,Yes,No,,Yes,Yes,No
18657,Village Hope Core International,,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,THARAKA-NITHI,MAARA,maara,CHOGORIA,Operational,No,No,No,No,,Yes,Yes,No
18655,Philips Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,MERU,BUURI,buuri,RUIRU/RWAWERA,Operational,No,No,No,No,,Yes,Yes,No
18653,Meru Eye Care Services,,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
18651,Wajir Tb Manyatta Sub - District Hospital,,Level 4,Primary care hospitals,Ministry of Health,Ministry of Health,84,0,WAJIR,WAJIR EAST,wajir east,TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
18648,Meru Lab Services,,Level 2,Laboratory,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
18647,Medicare Stores Chemist,,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,No,No,,Yes,Yes,No
18645,Friends Chemist,,Level 2,Basic primary health care facility,Private Practice - General Practitioner,Other,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18643,Kithoka Chemist (Ntima East),,Level 2,Basic primary health care facility,Private Practice - Unspecified,Pharmacy & Poisons Board,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18640,Johani Chemist,,Level 2,Basic primary health care facility,Private Practice - General Practitioner,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18639,Mmak's Homecare Pharmacy,,Level 2,Basic primary health care facility,Private Practice - Unspecified,Other,0,0,MERU,NORTH IMENTI,imenti north,NTIMA EAST,Operational,No,No,No,No,,Yes,Yes,No
18635,Uzima Medical Services,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Unspecified,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18634,Soceno Pharmacy,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18633,Dr Kiome Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18632,Eye Care Centre,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18631,Meridian Medical Centre (Meru),,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,MUNICIPALITY,Operational,No,No,Yes,No,,Yes,Yes,No
18630,Gababa Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,GARISSA,IJARA,ijara,MASALANI,Operational,No,No,No,No,,Yes,Yes,No
18629,CID HQS Dispensary,,Level 2,Dispensaries and clinic-out patient only,State Coorporation,Ministry of Health,0,0,NAIROBI,ROYSAMBU,roysambu,ROYSAMBU,Operational,No,No,Yes,No,,Yes,Yes,No
18628,Uthiru Muthua Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,UTHIRU/RUTHIMITU,Operational,No,No,No,No,,Yes,Yes,No
18626,Beggs Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Private Practice,0,0,KAKAMEGA,LIKUYANI,likuyani,NZOIA,Operational,No,No,Yes,No,,Yes,Yes,No
18625,Mlimani Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,LIKUYANI,likuyani,SINOKO,Operational,No,No,No,No,,Yes,Yes,No
18624,Lumino Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAKAMEGA,LIKUYANI,likuyani,LIKUYANI,Operational,No,No,No,No,,Yes,Yes,No
18623,Premier Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,0,0,TURKANA,TURKANA WEST,turkana west,LOKICHOGGIO,Operational,No,No,Yes,No,,Yes,Yes,No
18622,Skyhill Medical Centre,,Level 3,Basic primary health care facility,Private Practice - General Practitioner,Pharmacy & Poisons Board,10,2,NAIROBI,DAGORETTI NORTH,dagoretti north,GATINA,Operational,Yes,No,Yes,No,,Yes,Yes,No
18621,Uzima Medicare Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Clinical Officers Council,0,0,MERU,IGEMBE SOUTH,igembe south,AKACHIU,Operational,No,No,Yes,No,,Yes,Yes,No
18620,Kendi Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,No,No,,Yes,Yes,No
18619,Vichabem Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,Yes,No,,Yes,Yes,No
18618,Antodevi Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,KIEGOI/ANTUBOCHIU,Operational,No,No,Yes,No,,Yes,Yes,No
18616,GK Prisons Medium Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KERICHO,AINAMOI,ainamoi,KIPCHEBOR,Operational,No,No,Yes,No,,Yes,Yes,No
18614,Sumba Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NAKURU,NAIVASHA,naivasha,OLKARIA,Operational,No,No,Yes,No,,Yes,Yes,No
18613,Glory Health Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,RIRUTA,Operational,No,No,Yes,No,,Yes,Yes,No
18612,Fremo Medical Centre,,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Clinical Officers Council,10,0,NAIROBI,DAGORETTI SOUTH,dagoretti south,RIRUTA,Operational,Yes,No,Yes,No,,Yes,Yes,No
18611,Lithi Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Unspecified,Kenya MPDB - Private Practice,0,0,NAIROBI,KAMUKUNJI,kamukunji,EASTLEIGH SOUTH,Operational,Yes,No,Yes,No,,Yes,Yes,No
18608,Gachororo Health Centre,,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,5,3,KIAMBU,JUJA,juja,JUJA,Operational,No,No,No,No,,Yes,Yes,No
18606,St Mark Medical Clinic (Shaabab),,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NAKURU,NAKURU TOWN WEST,nakuru east,SHAABAB,Operational,No,No,Yes,No,,Yes,Yes,No
18604,Ngenia Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,LAIKIPIA,LAIKIPIA NORTH,laikipia north,MUGOGODO EAST,Operational,No,No,No,No,,Yes,Yes,No
18603,St Mary's Mother & Child Medical Services,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,0,0,KIAMBU,KIAMBU,kiambu town,TOWNSHIP,Operational,No,No,Yes,No,,Yes,Yes,No
18601,St Joseph Mission Dispensary Chumvini,,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Other,0,0,TAITA TAVETA,TAVETA,taveta,CHALA,Operational,No,No,Yes,No,,Yes,Yes,No
18600,Salgaa Intergrated VCT,,Level 2,VCT,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,NAKURU,RONGAI,rongai,MOSOP,Operational,No,No,No,No,,Yes,Yes,No
18599,North Star Alliance VCT,,Level 2,VCT,Non-Governmental Organizations,Kenya MPDB - Private Practice,0,0,NAKURU,RONGAI,rongai,MOSOP,Operational,No,No,No,No,,Yes,Yes,No
18598,PCEA Mwangaza Dispensary,,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Other,0,0,NAKURU,NAKURU TOWN WEST,nakuru west,KAPTEMBWO,Operational,No,No,No,No,,Yes,Yes,No
18597,Mercylight Hospital,,Level 4,Primary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,16,3,KIAMBU,KIAMBU,kiambu town,TOWNSHIP,Operational,Yes,No,Yes,No,,Yes,Yes,No
18596,Kambu Model Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,24,2,MAKUENI,KIBWEZI EAST,kibwezi east,IVINGONI/NZAMBANI,Operational,No,No,Yes,No,,Yes,Yes,No
18595,Shallom Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,1,LAIKIPIA,LAIKIPIA EAST,laikipia east,NGOBIT,Operational,No,No,Yes,No,,Yes,Yes,No
18594,Joy Nursing Home and Maternity,,Level 3,Basic primary health care facility,Private Practice - General Practitioner,Other,12,0,NAIROBI,KAMUKUNJI,kamukunji,AIRBASE,Operational,Yes,No,Yes,No,,Yes,Yes,No
18593,SDA Health Services Likoni Road Clinic,,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,NAIROBI,STAREHE,starehe,LANDIMAWE,Operational,No,No,Yes,No,,Yes,Yes,No
18592,Ravine Glory Health Care Services,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,0,0,BARINGO,ELDAMA RAVINE,koibatek,RAVINE,Operational,No,No,Yes,No,,Yes,Yes,No
18590,Lengo Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Kenya MPDB - Institution,0,0,NAIROBI,STAREHE,starehe,NAIROBI SOUTH,Operational,No,No,Yes,No,,Yes,Yes,No
18589,Laikipia University Medical Centre,,Level 3,Dispensaries and clinic-out patient only,Public Institution,Ministry of Health,7,0,LAIKIPIA,LAIKIPIA WEST,laikipia west,IGWAMITI,Operational,Yes,No,Yes,No,,Yes,Yes,No
18588,Bahari Medical Clinic Diani Beach,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KWALE,MSAMBWENI,msambweni,UKUNDA,Operational,No,No,Yes,No,,Yes,Yes,No
18585,Gertrudes Chidrens Clinic (Ongata Rongai),,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,KAJIADO,KAJIADO NORTH,kajiado north,ONGATA RONGAI,Operational,No,No,Yes,No,,Yes,Yes,No
18584,Chemses Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,mt elgon,ELGON,Operational,No,No,No,No,,Yes,Yes,No
18582,Chesinende Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,MT. ELGON,mt elgon,KAPTAMA,Operational,No,No,No,No,,Yes,Yes,No
18581,Mlolongo Health Centre,,Level 3,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MACHAKOS,MAVOKO,athi river,MUTHWANI,Operational,No,No,No,No,,Yes,Yes,No
18580,Mosobeti Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYAMIRA,KITUTU MASABA,masaba north,GESIMA,Operational,No,No,No,No,,Yes,Yes,No
18579,Coping Centre,,Level 2,VCT,Non-Governmental Organizations,Other,0,0,NAKURU,NAKURU TOWN WEST,nakuru east,SHAABAB,Operational,No,No,Yes,No,,Yes,Yes,No
18578,Thigirichi Mukui,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIRINYAGA,NDIA,kirinyaga west,KARITI,Operational,No,No,No,No,,Yes,Yes,No
18577,Kamujohn Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),1,1,ELEGEYO-MARAKWET,KEIYO SOUTH,keiyo south,CHEPKORIO,Operational,No,No,Yes,No,,Yes,Yes,No
18576,Mong'oni,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NYAMIRA,KITUTU MASABA,masaba north,RIGOMA,Operational,No,No,No,No,,Yes,Yes,No
18575,Kenya Assemblies of God Medical Clinic (Kag Naivas,,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Kenya MPDB - Institution,0,0,NAKURU,NAIVASHA,naivasha,LAKE VIEW,Operational,No,No,No,No,,Yes,Yes,No
18574,Strathmore University Medical Centre,,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,KIBRA,langata,NYAYO HIGHRISE,Operational,No,No,No,No,,Yes,Yes,No
18573,Pona Medical and Eye Care Centre,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,No,No,Yes,No,,Yes,Yes,No
18572,Royal Run Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KWALE,MATUGA,matuga,TSIMBA GOLINI,Operational,No,No,Yes,No,,Yes,Yes,No
18571,Sasa Centre Naivasha (Drop In Service Centre-Disc),,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Kenya MPDB - Institution,0,0,NAKURU,NAIVASHA,naivasha,LAKE VIEW,Operational,No,No,No,No,,Yes,Yes,No
18569,Thaene Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,Yes,No,,Yes,Yes,No
18568,Family Nursing Home and Maternity  ( Mwingi Central),,Level 3,Basic primary health care facility,Private Practice - Clinical Officer,Kenya MPDB - Private Practice,15,15,KITUI,MWINGI CENTRAL,mwingi central,CENTRAL,Operational,No,No,Yes,No,,Yes,Yes,No
18567,Kanzui Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,MWINGI CENTRAL,mwingi central,KIVOU,Operational,No,No,No,No,,Yes,Yes,No
18566,Nzinia Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,MUTONGONI,Operational,No,No,No,No,,Yes,Yes,No
18565,Mutanda Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,KAUWI,Operational,No,No,No,No,,Yes,Yes,No
18564,Chianda Dispensary (Rarieda),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,SIAYA,RARIEDA,rarieda,NORTH UYOMA,Operational,No,No,No,No,,Yes,Yes,No
18563,Chemwa Bridge Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,BUNGOMA,KABUCHAI,kabuchai,WEST NALONDO,Operational,No,No,No,No,,Yes,Yes,No
18560,Jeikei Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,,Yes,Yes,No
18558,Kwihota Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,,Yes,Yes,No
18557,Tumaini DiSC -  Asembo Bay,,Level 2,VCT,Non-Governmental Organizations,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,SIAYA,RARIEDA,rarieda,EAST ASEMBO,Operational,No,No,No,No,,Yes,Yes,No
18556,Prescort Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KIAMBU,JUJA,juja,JUJA,Operational,No,No,Yes,No,,Yes,Yes,No
18555,Shalome Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,KIUU,Operational,Yes,No,Yes,No,,Yes,Yes,No
18554,Nazarene Medical Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,MWIKI,Operational,Yes,No,Yes,No,,Yes,Yes,No
18553,Marura Nursing Home (Ruiru),,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KIAMBU,RUIRU,ruiru,KIUU,Operational,No,No,No,No,,Yes,Yes,No
18551,Syokithumbi Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,KAUWI,Operational,No,No,No,No,,Yes,Yes,No
18550,Maseki Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KITUI,KITUI WEST,kitui west,MATINYANI,Operational,No,No,No,No,,Yes,Yes,No
18549,Creadis Htc Centre,,Level 2,VCT,Non-Governmental Organizations,Other,1,0,BUNGOMA,KANDUYI,kanduyi,MUSIKOMA,Operational,No,No,No,No,,Yes,Yes,No
18548,St Paul Kiamuri (ACK) Dispensary,,Level 2,Dispensaries and clinic-out patient only,Christian Health Association of Kenya,Ministry of Health,0,0,MURANG'A,KIHARU,kiharu,GATURI,Operational,No,No,No,No,,Yes,Yes,No
18547,Rheno Medicare Clinic,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,NANDI,ALDAI,aldai,KEMELOI-MARABA,Operational,No,No,Yes,No,,Yes,Yes,No
18546,County Medical Centre - Embu Ltd,,Level 4,Basic primary health care facility,Private Enterprise (Institution),Kenya MPDB - Institution,25,4,EMBU,MANYATTA,manyatta,KIRIMARI,Operational,Yes,No,Yes,No,,Yes,Yes,No
18545,Kasarani Medical Clinic Wote,,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MAKUENI,MAKUENI,makueni,WOTE,Operational,Yes,No,Yes,No,,Yes,Yes,No
18543,Hope Worldwide Kenya VCT (Makadara),,Level 2,VCT,Non-Governmental Organizations,Other,0,0,NAIROBI,MAKADARA,makadara,MARINGO/HAMZA,Operational,No,No,No,No,,Yes,Yes,No
18538,Leo Surgery,,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,2,1,KAJIADO,KAJIADO CENTRAL,kajiado central,ILDAMAT,Operational,No,No,Yes,No,,Yes,Yes,No
18536,Mukanga Dispensary (Muranga North),,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,MURANG'A,KIHARU,kiharu,WANGU,Operational,No,No,No,No,,Yes,Yes,No
18535,Adventist Centre For Care and Support (Kilimani),,Level 2,VCT,Other Faith Based,Ministry of Health,0,0,NAIROBI,DAGORETTI NORTH,dagoretti north,KILIMANI,Operational,No,No,No,No,,Yes,Yes,No
18534,Pinnacle Health Services,,Level 3,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,GARISSA,GARISSA TOWNSHIP,garissa,TOWNSHIP,Operational,No,No,Yes,No,,Yes,Yes,No
18532,Bidii Health Centre,,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,16,4,TRANS NZOIA,KWANZA,kwanza,BIDII,Operational,No,No,Yes,No,,Yes,Yes,No
18531,Koywech Dispensary,,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,HOMA BAY,KASIPUL,kasipul,CENTRAL KASIPUL,Operational,No,No,No,No,,Yes,Yes,No
