id,code,name,keph_level,facility_type,owner,regulatory_body,beds,cots,county,constituency,sub_county,ward,operation_status,open_whole_day,open_public_holidays,open_weekends,open_late_night,approved,public_visible,closed
1921,19377,Delight Chemist & Lab,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,RUARAKA,ruaraka,UTALII,Operational,No,No,Yes,No,Yes,Yes,No
1922,19376,The Arcade Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,RUARAKA,ruaraka,MATHARE NORTH,Operational,No,No,Yes,No,Yes,Yes,No
1923,19373,Horeb Medical Clinic ( Hunters),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,KASARANI,kasarani,CLAY CITY,Operational,No,No,Yes,No,Yes,Yes,No
1924,19370,Radiant Hosp Kasarani,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,KASARANI,kasarani,KASARANI,Operational,No,No,Yes,No,Yes,Yes,No
1925,19369,Kamwitha Medcal Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Clinical Officers Council,0,0,NAIROBI,ROYSAMBU,roysambu,ZIMMERMAN,Operational,No,No,Yes,No,Yes,Yes,No
1926,19366,Kibisem Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,TINDERET,tinderet,CHEMELIL/CHEMASE,Operational,No,No,No,No,Yes,Yes,No
1927,19358,Nandi Hills Medicare Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,NANDI,NANDI HILLS,nandi east,NANDI HILLS,Operational,No,No,Yes,No,Yes,Yes,No
1928,19357,Reddys Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KAKAMEGA,LURAMBI,lurambi,SHEYWE,Operational,No,No,No,No,Yes,Yes,No
1929,19356,Alphine Dental Centre (Kencom Hse),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,Yes,No,Yes,Yes,No
1930,19355,Supreme Health Care (Ktda House-Nairobi),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,No,No,Yes,Yes,No
1931,19354,Abdallah Dental Clinic (Barclays Plaza-Nairobi),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,No,No,Yes,Yes,No
1932,19353,Plaza X-Ray Services (Re-Insurance Plaza-Nairobi),Level 2,Radiology Clinic,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,Yes,No,Yes,Yes,No
1933,19351,Sunshine Medical & Diagnostic Centre (Nairobi),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,PANGANI,Operational,No,No,Yes,No,Yes,Yes,No
1934,19348,Isinya Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KAJIADO,KAJIADO EAST,kajiado east,KAPUTIEI NORTH,Operational,No,No,Yes,No,Yes,Yes,No
1935,19347,Manna Medical Clinic Isinya,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KAJIADO,KAJIADO EAST,kajiado east,KAPUTIEI NORTH,Operational,No,No,No,No,Yes,Yes,No
1936,19344,Aldai Medical Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,NANDI,NANDI HILLS,nandi east,NANDI HILLS,Operational,No,No,Yes,No,Yes,Yes,No
1937,19338,Nasaruni Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,No,No,No,No,Yes,Yes,No
1938,19336,Ndonyo Medical Clinic (Naivasha Kwa Muya),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAKURU,NAIVASHA,naivasha,LAKE VIEW,Operational,No,No,No,No,Yes,Yes,No
1939,19335,Aga Khan University Hospital Clinic (Naivasha),Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAKURU,NAIVASHA,naivasha,LAKE VIEW,Operational,No,No,Yes,No,Yes,Yes,No
1940,19334,Light Hospital,Level 4,Primary care hospitals,Private Practice - General Practitioner,Kenya MPDB - Private Practice,10,0,NAKURU,NAIVASHA,naivasha,LAKE VIEW,Operational,No,No,Yes,No,Yes,Yes,No
1941,19333,Index Medical Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,ZIMMERMAN,Operational,No,No,Yes,No,Yes,Yes,No
1942,19332,St Michael Community Nursing Home,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,6,2,NAIROBI,ROYSAMBU,roysambu,KAHAWA,Operational,Yes,No,Yes,No,Yes,Yes,No
1943,19331,Soin Health Care - Mfangano Street),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,Yes,No,Yes,Yes,No
1944,19330,Kimathi Street Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,No,No,Yes,Yes,No
1945,19329,Elatiai Health Ccare Services Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,No,No,No,No,Yes,Yes,No
1946,19328,Family Care Medical Centre Eye Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Medical Specialist,Kenya MPDB - Private Practice,0,0,MERU,NORTH IMENTI,imenti north,NTIMA WEST,Operational,No,No,No,No,Yes,Yes,No
1947,19327,Imarba Dispensary,Level 2,Dispensaries and clinic-out patient only,Kenya Episcopal Conference-Catholic Secretariat,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,No,No,No,No,Yes,Yes,No
1948,19325,Serotec Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,MAKUENI,KIBWEZI WEST,kibwezi west,MAKINDU,Operational,No,No,Yes,No,Yes,Yes,No
1949,19324,Eldama Ravine Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,6,0,BARINGO,ELDAMA RAVINE,koibatek,MUMBERES/MAJI MAZURI,Operational,No,No,Yes,No,Yes,Yes,No
1950,19323,Nazareth Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,0,0,BARINGO,ELDAMA RAVINE,koibatek,RAVINE,Operational,No,No,No,No,Yes,Yes,No
1951,19322,Eldama Ravine Nursing Home,Level 2,Basic primary health care facility,Private Practice - Clinical Officer,Ministry of Health,18,5,BARINGO,ELDAMA RAVINE,koibatek,RAVINE,Operational,Yes,No,Yes,No,Yes,Yes,No
1952,19320,Makindu Nursing Home,Level 4,Basic primary health care facility,Private Practice - General Practitioner,Kenya MPDB - Private Practice,15,0,MAKUENI,KIBWEZI WEST,kibwezi west,MAKINDU,Operational,Yes,No,Yes,No,Yes,Yes,No
1953,19319,Mercy Medical Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,No,No,Yes,Yes,No
1954,19318,Juja Road Hospital (Nairobi),Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Institution,6,0,NAIROBI,STAREHE,starehe,PANGANI,Operational,Yes,No,Yes,No,Yes,Yes,No
1955,19316,Lad Nan Hospital,Level 4,Primary care hospitals,Private Enterprise (Institution),Kenya MPDB - Private Practice,8,0,NAIROBI,STAREHE,starehe,PANGANI,Operational,Yes,No,Yes,No,Yes,Yes,No
1956,19315,Shalom Medical Clinical,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Ministry of Health,0,0,BARINGO,ELDAMA RAVINE,koibatek,MUMBERES/MAJI MAZURI,Operational,No,No,Yes,No,Yes,Yes,No
1957,19314,Gertrudes Chiildren Clinic (Pangani),Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Institution,0,0,NAIROBI,STAREHE,starehe,PANGANI,Operational,No,No,Yes,No,Yes,Yes,No
1958,19313,Kam Health Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,Yes,No,Yes,Yes,No
1959,19312,Kam ENT Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,STAREHE,starehe,NAIROBI CENTRAL,Operational,No,No,Yes,No,Yes,Yes,No
1960,19311,Sasa Centre-Ngara,Level 2,Dispensaries and clinic-out patient only,Non-Governmental Organizations,Other,0,0,NAIROBI,STAREHE,starehe,NGARA,Operational,No,No,No,No,Yes,Yes,No
1961,19308,Maisha House VCT (Noset),Level 2,VCT,Non-Governmental Organizations,Ministry of Health,0,0,NAIROBI,STAREHE,starehe,NGARA,Operational,No,No,No,No,Yes,Yes,No
1962,19306,Baraka Medical Clinic (Makindu),Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MAKUENI,KIBWEZI WEST,kibwezi west,MAKINDU,Operational,No,No,Yes,No,Yes,Yes,No
1963,19304,Makamu Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Ministry of Health,0,0,THARAKA-NITHI,CHUKA/IGAMBANG'OMBE,chuka/igambang'ombe,KARINGANI,Operational,No,No,No,No,Yes,Yes,No
1964,19303,Mfariji Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KITUI,KITUI EAST,kitui east,ZOMBE/MWITIKA,Operational,No,No,Yes,No,Yes,Yes,No
1965,19302,Hunters Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,NAIROBI,KASARANI,kasarani,KASARANI,Operational,No,No,Yes,No,Yes,Yes,No
1966,19300,Josnik Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,"Kenya Medical Laboratory, Tech & Technologists Board",0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,Yes,No,Yes,Yes,No
1967,19295,Ramah Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,KIAMBU,RUIRU,ruiru,GITOTHUA,Operational,No,No,No,No,Yes,Yes,No
1968,19294,Kaproret Dispensary,Level 2,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,0,0,BOMET,KONOIN,konoin,CHEPCHABAS,Operational,No,No,No,No,Yes,Yes,No
1969,19293,Isiolo Central Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Kenya MPDB - Institution,0,0,ISIOLO,ISIOLO NORTH,isiolo,WABERA,Operational,No,No,Yes,No,Yes,Yes,No
1970,19289,Peace Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,RUARAKA,ruaraka,BABANDOGO,Operational,No,No,Yes,No,Yes,Yes,No
1971,19286,Imani Medical Clinic ( Mathare A 4),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,RUARAKA,ruaraka,UTALII,Operational,No,No,Yes,No,Yes,Yes,No
1972,19284,Wayside Medical & Dental Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,KASARANI,kasarani,KASARANI,Operational,No,No,Yes,No,Yes,Yes,No
1973,19283,Tazama Dentel Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,Yes,No,Yes,Yes,No
1974,19282,Kiptenden Dspensary (Nandi Central),Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,NANDI,EMGWEN,emgwen,KILIBWONI,Operational,No,No,No,No,Yes,Yes,No
1975,19280,St Louis Community Hospital,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,ZIMMERMAN,Operational,No,No,Yes,No,Yes,Yes,No
1976,19279,Narzareth Medical Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,Yes,No,Yes,Yes,No
1977,19278,Hope Medical Clinic ( Githurai),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,Yes,No,Yes,Yes,No
1978,19277,Mother & Child Meridian & Lab Services,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,GITHURAI,Operational,No,No,Yes,No,Yes,Yes,No
1979,19276,Stars General Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,ZIMMERMAN,Operational,No,No,Yes,No,Yes,Yes,No
1980,19275,Prestige Health Centre (Zimerman),Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,0,0,NAIROBI,ROYSAMBU,roysambu,ZIMMERMAN,Operational,No,No,Yes,No,Yes,Yes,No
1981,19270,Emanuel Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,No,No,Yes,No,Yes,Yes,No
1982,19269,Ilbissil Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,No,No,Yes,No,Yes,Yes,No
1983,19268,Olepolos Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO NORTH,Operational,No,No,Yes,No,Yes,Yes,No
1984,19267,Oloimirmir Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,0,0,KAJIADO,KAJIADO CENTRAL,kajiado central,MATAPATO SOUTH,Operational,No,No,Yes,No,Yes,Yes,No
1985,19265,Devki Staff Clinic (Ruiru),Level 2,Dispensaries and clinic-out patient only,Company Medical Service,Kenya MPDB - Institution,0,0,KIAMBU,RUIRU,ruiru,MWIHOKO,Operational,No,No,No,No,Yes,Yes,No
1986,19264,Githurai Health Care and Dental Hospital,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,KIAMBU,RUIRU,ruiru,MWIKI,Operational,Yes,No,Yes,No,Yes,Yes,No
1987,19263,Maua Medical Clinic,Level 3,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,Yes,No,Yes,Yes,No
1988,19262,Milimani Eye Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,Yes,No,Yes,Yes,No
1989,19261,Maua East Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE SOUTH,igembe south,MAUA,Operational,No,No,Yes,No,Yes,Yes,No
1990,19260,Mitume Dispensary Kitale,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,2,1,TRANS NZOIA,SABOTI,saboti,TUWANI,Operational,No,No,Yes,No,Yes,Yes,No
1991,19258,Malabot Dispensary,Level 2,Basic primary health care facility,Ministry of Health,Ministry of Health,0,0,MARSABIT,NORTH HORR,north horr,NORTH HORR,Operational,No,No,No,No,Yes,Yes,No
1992,19256,Sarimo Medical Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MARSABIT,NORTH HORR,north horr,NORTH HORR,Operational,No,No,Yes,No,Yes,Yes,No
1993,19254,Loitokitok Medicare Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,1,0,KAJIADO,KAJIADO SOUTH,loitokitok,KUKU,Operational,No,No,No,No,Yes,Yes,No
1994,19253,Mawenzi Care Clinics,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Private Practice,1,0,KAJIADO,KAJIADO SOUTH,loitokitok,KUKU,Operational,No,No,Yes,No,Yes,Yes,No
1995,19250,Mosoriot Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,NANDI,CHESUMEI,chesumei,KOSIRAI,Operational,No,No,Yes,No,Yes,Yes,No
1996,19248,Cheptarit Med Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,NANDI,CHESUMEI,chesumei,KOSIRAI,Operational,No,No,Yes,No,Yes,Yes,No
1997,19247,The Hanna Medicare Centre,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,NANDI,CHESUMEI,chesumei,KOSIRAI,Operational,No,No,No,No,Yes,Yes,No
1998,19245,Moso Cheptarit Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Kenya MPDB - Institution,0,0,NANDI,CHESUMEI,chesumei,KOSIRAI,Operational,No,No,Yes,No,Yes,Yes,No
1999,19243,Burjon Dispensary,Level 2,Dispensaries and clinic-out patient only,Ministry of Health,Ministry of Health,1,0,MANDERA,MANDERA NORTH,mandera north,RHAMU DIMTU,Operational,No,No,No,No,Yes,Yes,No
2000,19241,Peoples Medical Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE NORTH,igembe north,NAATHU,Operational,No,No,Yes,No,Yes,Yes,No
2001,19240,Dawa Mart Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - Nurse / Midwifery,Nursing Council of Kenya (Private Practice),0,0,MERU,IGEMBE NORTH,igembe north,NAATHU,Operational,No,No,Yes,No,Yes,Yes,No
2002,19239,Mwema Health Care Clinic,Level 2,Dispensaries and clinic-out patient only,Private Practice - General Practitioner,Other,0,0,MERU,IGEMBE NORTH,igembe north,NAATHU,Operational,No,No,Yes,No,Yes,Yes,No
2003,19238,Current Medical Ciinic,Level 3,Dispensaries and clinic-out patient only,Private Practice - Clinical Officer,Clinical Officers Council,0,0,MERU,IGEMBE NORTH,igembe north,NAATHU,Operational,No,No,Yes,No,Yes,Yes,No
2004,19237,Mutuati Catholic Hospital,Level 3,Primary care hospitals,Kenya Episcopal Conference-Catholic Secretariat,Kenya MPDB - Private Practice,12,2,MERU,IGEMBE NORTH,igembe north,NAATHU,Operational,Yes,No,Yes,No,Yes,Yes,No
2005,19236,Ngumba Medical Centre,Level 3,Dispensaries and clinic-out patient only,Private Enterprise (Institution),Kenya MPDB - Private Practice,10,2,NAIROBI,KASARANI,kasarani,KASARANI,Operational,No,No,Yes,No,Yes,Yes,No
